70,-0.194904942,-0.012285307,107145
71,-0.237582921,-0.055592611,108675
72,-0.227652439,-0.03246766,110205
73,-0.260061783,-0.054884126,111735
74,-0.355854621,-0.005339433,113265
75,-0.374311199,-0.025430973,114795
76,-0.458661253,-0.046151742,116325
77,-0.358906396,-0.044033674,117855
78,-0.189790491,-0.002707919,119385
79,-0.108766458,-0.005588002,120915
80,-0.331777555,-0.068209139,122445
81,-0.724954239,-0.069634104,123975
82,-0.395597215,-0.04873915,125505
83,-0.259543726,-2.87E-04,127035
84,-0.307443632,-0.054299937,128565
85,-0.252645199,-0.018420365,130095
86,-0.194439174,-0.017298228,131625
87,-0.348677244,-0.064455131,133155
88,-0.69932397,-0.077036298,134685
89,-0.165573602,-0.00188332,136215
90,-0.263316157,-0.001248322,137745
91,-0.303690256,-0.050338181,139275
92,-0.202778907,-0.008212959,140805
93,-0.128555695,-0.012442737,142335
94,-0.222796704,-0.018814372,143865
95,-0.457218593,-0.022381609,145395
96,-0.212173314,-0.003574508,146925
97,-0.274759725,-0.016415361,148455
98,-0.308244294,-0.098691527,149985
99,-0.250673532,-0.017846939,151515
100,-0.237482504,-0.001394405,153045
101,-0.158113147,-0.058050116,154575
102,-0.283620169,-0.032806059,156105
103,-0.267601092,-3.65E-04,157635
104,-0.120709116,-0.018705765,159165
105,-0.155996009,-9.23E-04,160695
106,-0.172581484,-0.00993358,162225
107,-0.226700607,-0.00318284,163755
108,-0.085346792,-0.004114962,165285
109,-0.14463484,-0.020533149,166815
110,-0.12330453,-8.02E-04,168345
111,-0.131559678,-0.013757082,169875
112,-0.200683258,-0.014629672,171405
113,-0.275938786,-0.004273148,172935
114,-0.238647623,-3.03E-04,174465
115,-0.401210056,-0.005336387,175995
116,-0.199542707,-0.030816718,177525
117,-0.154486928,-0.009479272,179055
118,-0.142031202,-0.022553448,180585
119,-0.129142183,-0.01158165,182115
120,-0.098514886,-0.005389761,183645
121,-0.226316411,-0.043702185,185175
122,-0.135853916,-0.03702277,186705
123,-0.23465985,-0.01379831,188235
124,-0.135149088,-0.001386643,189765
125,-0.162280676,-0.026165287,191295
126,-0.100731904,-0.009403798,192825
127,-0.088151821,-0.017728768,194355
128,-0.178047637,-0.030601285,195885
129,-0.097821336,-0.004906237,197415
130,-0.092184718,-0.007783684,198945
131,-0.518713024,-0.005078898,200475
132,-0.157289021,-0.014940157,202005
133,-0.198835833,-0.022382112,203535
134,-0.370119463,-0.006689895,205065
135,-0.137596564,-0.002957233,206595
136,-0.108775213,-0.016874867,208125
137,-0.136769215,-0.019174355,209655
138,-0.325838196,-0.003110864,211185
139,-0.142403885,-0.012303654,212715
140,-0.349569791,-0.021370315,214245
141,-0.273304848,-0.030190998,215775
142,-0.344100641,-0.020377168,217305
143,-0.164082585,-0.041149083,218835
144,-0.258604057,-0.051402078,220365
145,-0.273308932,-0.03156869,221895
146,-0.200771899,-0.056430569,223425
147,-0.130313441,-0.004333979,224955
148,-0.287605503,-0.043453849,226485
149,-0.100707881,-0.004898471,228015
150,-0.198622599,-0.052812714,229545
151,-0.235630017,-0.047293325,231075
152,-0.155097856,-0.025760478,232605
153,-0.534643701,-0.005182836,234135
154,-0.343190941,-0.114520144,235665
155,-0.262152168,-0.006555254,237195
156,-0.280932693,-4.23E-04,238725
157,-0.209122338,-0.002120496,240255
158,-0.277762571,-1.64E-04,241785
159,-0.164179361,-0.052854445,243315
160,-0.181023021,-0.006456581,244845
161,-0.225720991,-0.001742934,246375
162,-0.172826402,-0.006382242,247905
163,-0.152877589,-0.004462643,249435
164,-0.136598452,-0.014307309,250965
165,-0.133914671,-0.016313536,252495
166,-0.089394816,-0.002282746,254025
167,-0.233462547,-0.008039005,255555
168,-0.158562274,-0.023052677,257085
169,-0.409168805,-0.01218051,258615
170,-0.560323193,-0.058982587,260145
171,-0.727587724,-0.070232735,261675
172,-0.529568779,-0.027306197,263205
173,-0.469579747,-0.0223668,264735
174,-0.366023858,-0.010694454,266265
175,-0.313249024,-0.036461173,267795
176,-0.161443441,-0.005405363,269325
177,-0.26722385,-0.01069756,270855
178,-0.579468476,-0.067116427,272385
179,-0.444967081,-0.019787576,273915
180,-0.78412731,-0.086540567,275445
181,-0.524882438,-0.074329573,276975
182,-0.121873713,-0.036967406,278505
183,-0.115253028,-0.00607576,280035
184,-0.205568944,-0.001496008,281565
185,-0.130593685,-0.005042484,283095
186,-0.18146143,-0.0119627,284625
187,-0.345480327,-0.065977017,286155
188,-0.275115298,-0.048750432,287685
189,-0.275981973,-0.107220429,289215
190,-0.523774903,-0.017764029,290745
191,-0.256586981,-0.048696203,292275
192,-0.339456266,-0.066619457,293805
193,-0.201779091,-0.021638034,295335
194,-0.263223659,-0.017114488,296865
195,-0.241399828,-0.04227319,298395
196,-0.292164759,-0.082127409,299925
197,-0.325854248,-0.050284914,301455
198,-0.439064943,-0.023779077,302985
199,-0.341218992,-0.06510656,304515
200,-0.646180805,-0.084202735,306045
201,-0.234681252,-0.00887551,307575
202,-0.304057387,-0.003995216,309105
203,-0.228096487,-7.13E-04,310635
204,-0.231824122,-0.031456153,312165
205,-0.359887647,-0.046245207,313695
206,-0.427815683,-0.03981727,315225
207,-0.212095416,-0.01585517,316755
208,-0.224656927,-0.024268349,318285
209,-0.230727581,-0.002368744,319815
210,-0.131725662,-0.007648146,321345
211,-0.200704943,-0.037774825,322875
212,-0.453457316,-0.05449846,324405
213,-0.44154123,-0.014945402,325935
214,-0.721923444,-0.02108918,327465
215,-0.385776098,-0.048261509,328995
216,-0.249971545,-0.019050333,330525
217,-0.279638149,-0.002387064,332055
218,-0.151153468,-0.009735125,333585
219,-0.277744727,-0.008468205,335115
220,-0.200238715,-0.008650378,336645
221,-0.069843176,-0.006077067,338175
222,-0.071445798,-0.003424721,339705
223,-0.133618418,-0.001890461,341235
224,-0.075612066,-0.005413871,342765
225,-0.113017968,-0.002402488,344295
226,-0.375051601,-0.012540457,345825
227,-0.228889123,-0.030403225,347355
228,-0.344691138,-0.010643858,348885
229,-0.11448166,-0.018043261,350415
230,-0.226691073,-0.024783729,351945
231,-0.253494953,-0.035281677,353475
232,-0.232852029,-0.002909081,355005
233,-0.161054825,-0.005785458,356535
234,-0.158980983,-0.038517077,358065
235,-0.249968328,-0.041752813,359595
236,-0.742769006,-0.101297451,361125
237,-0.440465348,-0.020727007,362655
238,-0.292566747,-0.007517819,364185
239,-0.189825348,-0.027897528,365715
240,-0.356143313,-0.046277981,367245
241,-0.403106023,-0.027292829,368775
242,-0.206414822,-0.004463604,370305
243,-0.315150941,-0.025053101,371835
244,-0.172426924,-0.065889337,373365
245,-0.283702617,-0.059212868,374895
246,-0.184822956,-0.038581971,376425
247,-0.162472364,-0.004263762,377955
248,-0.161720136,-0.029855827,379485
249,-0.192312754,-0.04803611,381015
250,-0.27324009,-0.001068547,382545
251,-0.163223145,-0.001979827,384075
252,-0.306103983,-0.050529827,385605
253,-0.323900929,-0.011152127,387135
254,-0.250322629,-0.021329545,388665
255,-0.241927334,-0.006422789,390195
256,-0.238337086,-0.005429838,391725
257,-0.22150357,-0.014543476,393255
258,-0.379705232,-0.049904457,394785
259,-0.257322686,-0.038556326,396315
260,-0.130992215,-0.00658513,397845
261,-0.123172147,-0.00992202,399375
262,-0.211384406,-0.029760432,400905
263,-0.199136602,-0.014584517,402435
264,-0.167447365,-0.022595505,403965
265,-0.230405811,-0.040140171,405495
266,-0.338652216,-0.052620845,407025
267,-0.110512668,-0.0195085,408555
268,-0.504091245,-0.077536646,410085
269,-0.614486984,-0.053081479,411615
270,-0.193702465,-0.03681855,413145
271,-0.181129712,-0.026896197,414675
272,-0.192337563,-0.015962522,416205
273,-0.158548299,-0.006978932,417735
274,-0.320726681,-0.121966688,419265
275,-0.234923103,-0.031017266,420795
276,-0.231532132,-0.035803339,422325
277,-0.280991696,-0.030164406,423855
278,-0.098203693,-0.005566268,425385
279,-0.13738829,-0.028062914,426915
280,-0.139878803,-4.66E-04,428445
281,-0.473354779,-0.066257895,429975
282,-0.309304147,-0.017290829,431505
283,-0.165950268,-0.032423655,433035
284,-0.207344025,-0.002318299,434565
285,-0.203338638,-0.00227241,436095
286,-0.225598727,-0.031225707,437625
287,-0.273023151,-0.064885307,439155
288,-0.166604291,-0.01932857,440685
289,-0.132824775,-0.006969087,442215
290,-0.148838187,-0.049348153,443745
291,-0.452312582,-0.065313292,445275
292,-0.493673757,-0.038766404,446805
293,-0.291239136,-0.042130734,448335
294,-0.516219789,-0.148381434,449865
295,-0.544348414,-5.21E-04,451395
296,-0.302047595,-0.007954728,452925
297,-0.181973633,-0.021485552,454455
298,-0.217663605,-0.029756845,455985
299,-0.165414697,-0.007676866,457515
